公司名称,公司代码,股东名称,持股比例
力佳科技,835237,宜昌同创资产管理合伙企业(有限合伙),7.39%
力佳科技,835237,武汉高联科技有限公司,4.02%
力佳科技,835237,嘉兴市兴和股权投资合伙企业(有限合伙),3.68%
力佳科技,835237,王锦铖,1.46%
力佳科技,835237,上海通怡投资管理有限公司-通怡海川10号私募证券投资基金,1.05%
力佳科技,835237,钱光海,0.61%
力佳科技,835237,王建,0.58%
长远锂科,688779,中国五矿股份有限公司,17.16%
长远锂科,688779,长沙矿冶研究院有限责任公司,17.16%
长远锂科,688779,宁波创元建合投资管理有限公司,8.58%
长远锂科,688779,国新风险投资管理(深圳)有限公司-深圳安晏投资合伙企业(有限合伙),6.39%
长远锂科,688779,上海尚颀投资管理合伙企业(有限合伙)-嘉兴尚颀颀旻投资合伙企业(有限合伙),3.83%
长远锂科,688779,深圳市安鹏股权投资基金管理有限公司-深圳安鹏智慧投资基金企业(有限合伙),2.61%
长远锂科,688779,中国国有企业结构调整基金股份有限公司,2.28%
长远锂科,688779,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,2.16%
长远锂科,688779,建信(北京)投资基金管理有限责任公司,2.13%
长远锂科,688779,芜湖信石信远投资管理合伙企业(有限合伙),1.79%
中银绒业,000982,恒天聚信(深圳)投资中心(有限合伙),6.39%
中银绒业,000982,中国进出口银行陕西省分行,5.99%
中银绒业,000982,中国银行股份有限公司宁夏回族自治区分行,4.02%
中银绒业,000982,恒天金石投资管理有限公司,4.01%
中银绒业,000982,北京宗鑫瑞企业管理有限公司,1.06%
中银绒业,000982,北京晋开投资管理有限公司,0.75%
中银绒业,000982,深圳市宏语商务咨询有限公司,0.60%
中银绒业,000982,顾为民,0.56%
中银绒业,000982,香港中央结算有限公司,0.52%
中银绒业,000982,宁夏中银绒业公共服务管理有限公司,0.49%
德赛电池,000049,惠州市创新投资有限公司,22.93%
德赛电池,000049,广东德赛集团有限公司,22.03%
德赛电池,000049,中国工商银行股份有限公司-前海开源新经济灵活配置混合型证券投资基金,1.77%
德赛电池,000049,中国建设银行股份有限公司-信澳新能源产业股票型证券投资基金,0.86%
德赛电池,000049,香港中央结算有限公司,0.69%
德赛电池,000049,中国建设银行股份有限公司-前海开源公用事业行业股票型证券投资基金,0.66%
德赛电池,000049,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,0.53%
德赛电池,000049,全国社保基金四零一组合,0.46%
德赛电池,000049,张映发,0.39%
德赛电池,000049,王曙霞,0.35%
安孚科技,603031,福建南平大丰电器有限公司,15.00%
安孚科技,603031,合肥荣新股权投资基金合伙企业(有限合伙),12.84%
安孚科技,603031,秦大乾,9.63%
安孚科技,603031,张敬红,7.50%
安孚科技,603031,深圳市前海荣耀资本管理有限公司,6.66%
安孚科技,603031,储圆圆,6.35%
长虹能源,836239,四川长虹电子控股集团有限公司,60.28%
长虹能源,836239,交通银行股份有限公司-南方北交所精选两年定期开放混合型发起式证券投资基金,1.03%
长虹能源,836239,郭龙,1.00%
长虹能源,836239,招商银行股份有限公司-大成北交所两年定期开放混合型证券投资基金,0.83%
长虹能源,836239,李勇波,0.83%
长虹能源,836239,华夏银行股份有限公司-广发北交所精选两年定期开放混合型证券投资基金,0.76%
长虹能源,836239,宋春岩,0.58%
长虹能源,836239,上海指南行远私募基金管理有限公司-指南见远私募证券投资基金,0.58%
长虹能源,836239,中国银行股份有限公司-南方转型增长灵活配置混合型证券投资基金,0.56%
长虹能源,836239,中国工商银行股份有限公司-汇添富北交所创新精选两年定期开放混合型证券投资基金,0.52%
湖南裕能,301358,湘潭电化集团有限公司,10.11%
湖南裕能,301358,上海津晟新材料科技有限公司,7.93%
湖南裕能,301358,宁德时代新能源科技股份有限公司,7.90%
湖南裕能,301358,湘潭电化科技股份有限公司,6.35%
湖南裕能,301358,湖南裕富企业管理合伙企业(有限合伙),5.93%
湖南裕能,301358,广州力辉新材料科技有限公司,5.28%
湖南裕能,301358,比亚迪股份有限公司,3.95%
湖南裕能,301358,长江晨道(湖北)新能源产业投资合伙企业(有限合伙),3.37%
湖南裕能,301358,南宁市楚达科技有限公司,2.96%
湖南裕能,301358,文宇,2.64%
紫建电子,301121,朱传钦,29.68%
紫建电子,301121,肖雪艳,9.59%
紫建电子,301121,重庆市维都利投资合伙企业(有限合伙),6.30%
紫建电子,301121,重庆紫建投资有限公司,5.10%
紫建电子,301121,朱金花,4.08%
紫建电子,301121,北京云晖投资管理有限公司-无锡云晖新汽车产业投资管理合伙企业(有限合伙),3.93%
紫建电子,301121,宁波梅山保税港区领慧投资合伙企业(有限合伙),3.08%
紫建电子,301121,前海股权投资基金(有限合伙),1.57%
紫建电子,301121,重庆业如红土股权投资基金管理有限公司-重庆业如红土创新股权投资基金合伙企业(有限合伙),1.57%
紫建电子,301121,游福志,1.53%
鹏辉能源,300438,夏信德,28.65%
鹏辉能源,300438,夏仁德,5.72%
鹏辉能源,300438,李克文,3.24%
鹏辉能源,300438,香港中央结算有限公司,2.57%
鹏辉能源,300438,中国邮政储蓄银行股份有限公司-东方新能源汽车主题混合型证券投资基金,1.94%
鹏辉能源,300438,广发基金管理有限公司-社保基金四二零组合,1.21%
鹏辉能源,300438,中国工商银行股份有限公司-广发制造业精选混合型证券投资基金,1.03%
鹏辉能源,300438,银华基金-中国人寿保险股份有限公司-传统险-银华基金国寿股份成长股票传统可供出售单一资产管理计划,0.92%
鹏辉能源,300438,中国银行股份有限公司-华安文体健康主题灵活配置混合型证券投资基金,0.82%
鹏辉能源,300438,中信证券股份有限公司,0.67%
德瑞锂电,833523,艾建杰,15.09%
德瑞锂电,833523,潘文硕,13.33%
德瑞锂电,833523,刘秋明,6.95%
德瑞锂电,833523,何献文,3.61%
德瑞锂电,833523,张健,3.47%
德瑞锂电,833523,谢晖,2.86%
德瑞锂电,833523,周文建,2.70%
德瑞锂电,833523,惠州市惠德瑞锂电科技股份有限公司-2022年员工持股计划,2.57%
德瑞锂电,833523,王瑞钧,1.69%
德瑞锂电,833523,王卫华,1.69%
星云股份,300648,李有财,14.97%
星云股份,300648,刘作斌,11.36%
星云股份,300648,江美珠,11.20%
星云股份,300648,汤平,7.39%
星云股份,300648,渤海人寿保险股份有限公司-传统型保险产品2,1.08%
星云股份,300648,杨一斌,1.05%
星云股份,300648,晋江市晨翰私募基金管理有限公司-晨翰8号私募证券投资基金,0.97%
星云股份,300648,上海贤盛投资管理有限公司-贤盛稳健增强1号私募投资基金,0.74%
星云股份,300648,中国工商银行股份有限公司-华安动态灵活配置混合型证券投资基金,0.68%
星云股份,300648,阙胜琪,0.54%
天能股份,688819,天能控股集团有限公司,81.88%
天能股份,688819,长兴鸿昊股权投资合伙企业(有限合伙),0.94%
天能股份,688819,长兴钰融股权投资合伙企业(有限合伙),0.87%
天能股份,688819,三峡建信(北京)投资基金管理有限公司-三峡睿源创新创业股权投资基金(天津)合伙企业(有限合伙),0.70%
天能股份,688819,长兴鸿泰股权投资合伙企业(有限合伙),0.68%
天能股份,688819,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,0.62%
天能股份,688819,长兴钰嘉股权投资合伙企业(有限合伙),0.59%
天能股份,688819,长兴钰丰股权投资合伙企业(有限合伙),0.58%
天能股份,688819,长兴钰合股权投资合伙企业(有限合伙),0.58%
天能股份,688819,浙江天能投资管理有限公司,0.41%
振华新材,688707,中国振华电子集团有限公司,28.31%
振华新材,688707,中电金投控股有限公司,6.50%
振华新材,688707,舟山鑫天瑜成长股权投资合伙企业(有限合伙),4.05%
振华新材,688707,国投(上海)科技成果转化创业投资基金企业(有限合伙),3.25%
振华新材,688707,深圳鑫天瑜六期股权投资合伙企业(有限合伙),2.10%
振华新材,688707,泰州鑫泰润信股权投资合伙企业(有限合伙),1.85%
振华新材,688707,董侠,1.71%
振华新材,688707,中信建投振华新材科创板战略配售集合资产管理计划,1.58%
振华新材,688707,向黔新,1.26%
振华新材,688707,深圳长城开发科技股份有限公司,1.26%
领湃科技,300530,湖南衡帕动力合伙企业(有限合伙),35.48%
领湃科技,300530,蔡志华,31.16%
领湃科技,300530,蔷薇控股股份有限公司,4.60%
领湃科技,300530,刘红霞,3.85%
领湃科技,300530,闫希辉,0.57%
领湃科技,300530,孙平,0.57%
领湃科技,300530,玖盈资本管理(深圳)有限责任公司-玖盈二号私募证券投资基金,0.53%
领湃科技,300530,刘丽,0.36%
领湃科技,300530,广州胜冠投资管理企业(有限合伙)-胜冠熵顺私募证券投资基金,0.32%
领湃科技,300530,苏广辉,0.27%
万润新能,688275,刘世琦,23.05%
万润新能,688275,李菲,8.83%
万润新能,688275,湖北量科高投创业投资有限公司,5.91%
万润新能,688275,安徽金通新能源汽车一期基金合伙企业(有限合伙),3.04%
万润新能,688275,万向一二三股份公司,3.01%
万润新能,688275,厦门市惠友豪嘉股权投资合伙企业(有限合伙),2.51%
万润新能,688275,湖北尚联置业有限公司,2.02%
万润新能,688275,湖北天泽高投智能制造与技术服务创业投资有限公司,2.02%
万润新能,688275,湖北盛世高金创业投资有限公司,1.97%
万润新能,688275,东海证券股份有限公司,1.80%
骆驼股份,601311,刘国本,23.73%
骆驼股份,601311,湖北驼峰投资有限公司,12.82%
骆驼股份,601311,刘长来,2.46%
骆驼股份,601311,上海睿亿投资发展中心(有限合伙)-睿亿投资揽月六期私募证券投资基金A,1.36%
骆驼股份,601311,香港中央结算有限公司,1.36%
骆驼股份,601311,广发银行股份有限公司-英大国企改革主题股票型证券投资基金,1.09%
骆驼股份,601311,荷宝基金管理公司-荷宝资本成长基金,0.94%
骆驼股份,601311,李文植,0.87%
骆驼股份,601311,谭文萍,0.68%
骆驼股份,601311,深圳前海博泰广溢投资管理有限公司-博泰广溢知临优选多策略1号私募证券投资基金,0.64%
翔丰华,300890,周鹏伟,14.49%
翔丰华,300890,钟英浩,5.97%
翔丰华,300890,北京启迪汇德创业投资有限公司,4.93%
翔丰华,300890,赣州众诚致远企业管理中心(有限合伙),1.88%
翔丰华,300890,雷祖云,1.81%
翔丰华,300890,前海股权投资基金(有限合伙),1.46%
翔丰华,300890,深圳市优美利投资管理有限公司-优美利金安21号私募证券投资基金,1.41%
翔丰华,300890,银杏自清(天津)创业投资合伙企业(有限合伙),1.36%
翔丰华,300890,深圳市点石投资管理有限公司-深圳市点石创业投资合伙企业(有限合伙),1.35%
翔丰华,300890,深圳市优美利投资管理有限公司-优美利金安22号私募证券投资基金,1.14%
诺德股份,600110,深圳市邦民产业控股有限公司,12.49%
诺德股份,600110,深圳邦民新材料有限公司,8.59%
诺德股份,600110,深圳市弘源新材料有限公司,8.59%
诺德股份,600110,中国工商银行股份有限公司-汇添富中证新能源汽车产业指数型发起式证券投资基金(LOF),0.56%
诺德股份,600110,中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金,0.54%
诺德股份,600110,太平人寿保险有限公司,0.51%
诺德股份,600110,中国建设银行股份有限公司-富国中证新能源汽车指数型证券投资基金,0.36%
诺德股份,600110,香港中央结算有限公司,0.35%
诺德股份,600110,太平人寿保险有限公司-传统-普通保险产品-022L-CT001沪,0.34%
诺德股份,600110,刘国华,0.34%
帕瓦股份,688184,诸暨兆远投资有限公司,14.88%
帕瓦股份,688184,张宝,10.27%
帕瓦股份,688184,浙江浙商产业投资基金合伙企业(有限合伙),4.99%
帕瓦股份,688184,厦门建发新兴产业股权投资贰号合伙企业(有限合伙),4.50%
帕瓦股份,688184,姚挺,3.72%
帕瓦股份,688184,王宝良,3.72%
帕瓦股份,688184,浙江展诚建设集团股份有限公司,3.72%
帕瓦股份,688184,苏州汇毅股权投资管理合伙企业(有限合伙)-苏州汇毅芯源贰号创业投资合伙企业(有限合伙),3.61%
帕瓦股份,688184,苏州汇毅股权投资管理合伙企业(有限合伙)-苏州汇毅芯源壹号创业投资合伙企业(有限合伙),2.99%
帕瓦股份,688184,宜宾晨道新能源产业股权投资合伙企业(有限合伙),2.70%
时代万恒,600241,辽宁时代万恒控股集团有限公司,48.63%
时代万恒,600241,辽宁交通投资有限责任公司,4.81%
时代万恒,600241,辽宁润中供水有限责任公司,2.01%
时代万恒,600241,陈惜如,1.50%
时代万恒,600241,吕志伟,1.06%
时代万恒,600241,谭丽,0.71%
时代万恒,600241,舒俊,0.59%
时代万恒,600241,房茂文,0.48%
时代万恒,600241,韩茹,0.45%
时代万恒,600241,郭旭,0.41%
安达科技,830809,刘国安,11.42%
安达科技,830809,刘建波,6.45%
亿华通-U,688339,张国强,15.73%
亿华通-U,688339,HKSCC Nominees Limited,15.48%
亿华通-U,688339,宇通客车股份有限公司,3.32%
亿华通-U,688339,东旭光电科技股份有限公司,3.04%
亿华通-U,688339,张禾,2.37%
亿华通-U,688339,北京水木扬帆创业投资中心(有限合伙),2.22%
亿华通-U,688339,朱雀基金-陕西煤业股份有限公司-陕煤朱雀新材料产业2期单一资产管理计划,1.91%
亿华通-U,688339,北京水木长风股权投资中心(有限合伙),1.44%
亿华通-U,688339,白玮,1.23%
亿华通-U,688339,周鹏飞,1.18%
浙江恒威,301222,嘉兴恒茂企业管理有限公司,37.72%
浙江恒威,301222,汪剑平,12.35%
浙江恒威,301222,汪剑红,9.27%
浙江恒威,301222,汪骁阳,4.89%
浙江恒威,301222,傅煜,4.83%
浙江恒威,301222,谢建勇,1.85%
浙江恒威,301222,嘉兴恒惠企业管理合伙企业(有限合伙),1.78%
浙江恒威,301222,潘家全,1.00%
浙江恒威,301222,高雁峰,0.89%
浙江恒威,301222,兴业银行股份有限公司-广发百发大数据策略成长灵活配置混合型证券投资基金,0.49%
圣阳股份,002580,山东国惠投资控股集团有限公司,23.08%
圣阳股份,002580,宋斌,4.66%
圣阳股份,002580,中民新能电力投资有限公司,3.91%
圣阳股份,002580,高运奎,0.87%
圣阳股份,002580,隋延波,0.82%
圣阳股份,002580,孔德龙,0.75%
圣阳股份,002580,李恕华,0.69%
圣阳股份,002580,刘素琴,0.68%
圣阳股份,002580,王成华,0.66%
圣阳股份,002580,青岛韬惠投资管理有限公司-韬惠二号私募证券投资基金,0.52%
豪鹏科技,001283,潘党育,21.17%
豪鹏科技,001283,李文良,5.57%
豪鹏科技,001283,周自革,4.66%
豪鹏科技,001283,安信国际资本有限公司,4.64%
豪鹏科技,001283,北京厚土恒生资本管理有限公司-共青城厚土投资管理合伙企业(有限合伙),4.17%
豪鹏科技,001283,深圳市惠友豪创科技投资合伙企业(有限合伙),3.88%
豪鹏科技,001283,深圳市豪鹏国际控股有限公司,3.49%
豪鹏科技,001283,天进贸易有限公司,3.34%
豪鹏科技,001283,珠海安豪科技合伙企业(有限合伙),2.93%
豪鹏科技,001283,广发乾和投资有限公司,1.84%
赢合科技,300457,上海电气集团股份有限公司,28.39%
赢合科技,300457,王维东,17.20%
赢合科技,300457,许小菊,1.81%
赢合科技,300457,中国工商银行股份有限公司-前海开源新经济灵活配置混合型证券投资基金,0.89%
赢合科技,300457,香港中央结算有限公司,0.86%
赢合科技,300457,范中,0.70%
赢合科技,300457,中国工商银行股份有限公司-华安动态灵活配置混合型证券投资基金,0.67%
赢合科技,300457,中国建设银行股份有限公司-易方达创新驱动灵活配置混合型证券投资基金,0.56%
赢合科技,300457,深圳前海无为资本管理有限公司-无为价值精选私募证券投资基金,0.55%
赢合科技,300457,王国裕,0.45%
孚能科技,688567,Farasis Energy (Asia Pacific) Limited,19.95%
孚能科技,688567,国新风险投资管理(深圳)有限公司-深圳安晏投资合伙企业(有限合伙),13.29%
孚能科技,688567,广州工业投资控股集团有限公司,4.06%
孚能科技,688567,广州产业投资控股集团有限公司,3.82%
孚能科技,688567,广州创兴新能源投资合伙企业(有限合伙),3.62%
孚能科技,688567,浙江耀能新能源有限公司,3.51%
孚能科技,688567,东兴资本投资管理有限公司-上杭兴源股权投资合伙企业(有限合伙),2.99%
孚能科技,688567,上海宏鹰股权投资基金管理有限公司-兰溪宏鹰新润新能源股权投资合伙企业(有限合伙),2.77%
孚能科技,688567,戴姆勒大中华区投资有限公司,2.64%
孚能科技,688567,江西裕润立达股权投资管理有限公司-江西立达新材料产业创业投资中心(有限合伙),1.70%
野马电池,605378,余元康,15.00%
野马电池,605378,陈恩乐,15.00%
野马电池,605378,陈一军,11.25%
野马电池,605378,余谷峰,11.25%
野马电池,605378,陈科军,11.25%
野马电池,605378,余谷涌,11.25%
野马电池,605378,广发证券股份有限公司-博道成长智航股票型证券投资基金,0.57%
野马电池,605378,中国工商银行股份有限公司-大成中证360互联网+大数据100指数型证券投资基金,0.23%
野马电池,605378,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",0.17%
野马电池,605378,余丽燕,0.13%
万里股份,600847,家天下资产管理有限公司,11.55%
万里股份,600847,深圳市南方同正投资有限公司,6.57%
万里股份,600847,北京华居天下网络技术有限公司,5.47%
万里股份,600847,张志东,3.37%
万里股份,600847,北京美立方商贸有限公司,3.06%
万里股份,600847,珠海由水管理咨询有限公司,3.06%
万里股份,600847,刘超,2.70%
万里股份,600847,高天雨,2.64%
万里股份,600847,刘欣,2.39%
万里股份,600847,北京世达祺祥贸易有限公司,2.00%
天宏锂电,873152,长兴天赋力股权投资合伙企业(有限合伙),16.76%
天宏锂电,873152,都伟云,11.58%
天宏锂电,873152,周新芳,11.57%
天宏锂电,873152,周志伟,11.57%
天宏锂电,873152,钱旭,9.48%
天宏锂电,873152,海南富陶投资有限公司,2.15%
天宏锂电,873152,无锡市中强科技有限公司,1.27%
天宏锂电,873152,长兴虹亮股权投资合伙企业(有限合伙),0.89%
天宏锂电,873152,杨晓斌,0.83%
天宏锂电,873152,卓光富,0.76%
科达利,002850,励建立,33.56%
科达利,002850,励建炬,10.65%
科达利,002850,香港中央结算有限公司,4.24%
科达利,002850,深圳市宸钜投资有限公司,2.89%
科达利,002850,云南大业盛德企业管理有限公司,2.63%
科达利,002850,招商银行股份有限公司-泉果旭源三年持有期混合型证券投资基金,2.61%
科达利,002850,中国工商银行股份有限公司-农银汇理新能源主题灵活配置混合型证券投资基金,2.46%
科达利,002850,中国邮政储蓄银行股份有限公司-东方新能源汽车主题混合型证券投资基金,2.38%
科达利,002850,毛德和,0.93%
科达利,002850,中国银行股份有限公司-嘉实新能源新材料股票型证券投资基金,0.89%
保力新,300116,常德新中喆企业管理中心(有限合伙),13.56%
保力新,300116,西安坚瑞鹏华企业管理咨询合伙企业(有限合伙),4.99%
保力新,300116,郭鸿宝,2.65%
保力新,300116,国信证券股份有限公司,2.45%
保力新,300116,李瑶,2.40%
保力新,300116,中国进出口银行深圳分行,1.95%
保力新,300116,鑫沅资管-南京银行股份有限公司-鑫沅资产金梅花35号专项资产管理计划,1.86%
保力新,300116,童建明,1.28%
保力新,300116,童新建,1.02%
保力新,300116,国泰君安创新投资有限公司-君彤二期投资基金,0.96%
兆威机电,003021,深圳前海兆威金融控股有限公司,35.49%
兆威机电,003021,李海周,18.20%
兆威机电,003021,共青城清墨投资管理合伙企业(有限合伙),10.27%
兆威机电,003021,共青城聚兆德投资管理合伙企业(有限合伙),5.85%
江南奕帆,301023,刘锦成,41.36%
江南奕帆,301023,陈渊技,9.56%
江南奕帆,301023,龚建芬,9.43%
卧龙电驱,600580,浙江卧龙舜禹投资有限公司,32.16%
卧龙电驱,600580,卧龙控股集团有限公司,4.69%
卧龙电驱,600580,陈建成,1.61%
卧龙电驱,600580,绍兴市上虞区国有资本投资运营有限公司,1.39%
卧龙电驱,600580,香港中央结算有限公司,1.27%
卧龙电驱,600580,中天控股集团有限公司,0.58%
卧龙电驱,600580,宋长福,0.45%
卧龙电驱,600580,中国工商银行股份有限公司-汇添富中证新能源汽车产业指数型发起式证券投资基金(LOF),0.45%
卧龙电驱,600580,卧龙电气驱动集团股份有限公司回购专用证券账户,0.43%
卧龙电驱,600580,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.43%
康平科技,300907,江苏康平控股集团有限公司,41.81%
康平科技,300907,香港康惠國際集團有限公司,19.69%
康平科技,300907,苏州国品投资管理有限公司,4.82%
康平科技,300907,苏州翰博投资企业(有限合伙),3.01%
康平科技,300907,柯毅斐,0.52%
康平科技,300907,中国工商银行股份有限公司-南方大数据100指数证券投资基金,0.48%
康平科技,300907,孙兵江,0.42%
康平科技,300907,黄江华,0.33%
康平科技,300907,中信证券股份有限公司,0.27%
康平科技,300907,任明翰,0.26%
江特电机,002176,江西江特电气集团有限公司,14.12%
江特电机,002176,王新,2.69%
江特电机,002176,宜春市袁州区金融控股有限公司,1.91%
江特电机,002176,香港中央结算有限公司,1.88%
江特电机,002176,中国银行股份有限公司-国投瑞银新能源混合型证券投资基金,1.85%
江特电机,002176,宜春市袁州区国有资产运营有限公司,1.45%
江特电机,002176,中国银行股份有限公司-国投瑞银产业趋势混合型证券投资基金,1.12%
江特电机,002176,中国建设银行股份有限公司-国投瑞银先进制造混合型证券投资基金,1.05%
江特电机,002176,中国银行股份有限公司-国投瑞银进宝灵活配置混合型证券投资基金,0.81%
江特电机,002176,交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金,0.71%
大洋电机,002249,鲁楚平,25.75%
大洋电机,002249,徐海明,5.86%
大洋电机,002249,贡俊,2.37%
大洋电机,002249,彭惠,2.02%
大洋电机,002249,石河子市庞德大洋股权投资合伙企业(有限合伙),1.49%
大洋电机,002249,香港中央结算有限公司,1.26%
大洋电机,002249,平安基金-浦发银行-平安大华浦发广州汇垠澳丰8号特定客户资产管理计划,0.92%
大洋电机,002249,熊杰明,0.82%
大洋电机,002249,程建华,0.77%
大洋电机,002249,宁波韵升股份有限公司,0.71%
鼎智科技,873593,江苏雷利电机股份有限公司,34.52%
鼎智科技,873593,丁泉军,17.92%
鼎智科技,873593,常州市艾和利企业管理咨询合伙企业(有限合伙),2.73%
鼎智科技,873593,江苏常州东方投资控股有限公司,2.22%
鼎智科技,873593,常州力中投资管理有限公司-常州力和智创业投资中心(有限合伙),2.07%
鼎智科技,873593,常州鼎利实业投资合伙企业(有限合伙),1.74%
鼎智科技,873593,中信建投投资有限公司,1.48%
鼎智科技,873593,邵莉平,1.37%
鼎智科技,873593,东莞粤科鑫泰工控创业投资合伙企业(有限合伙),0.97%
鼎智科技,873593,方正证券投资有限公司,0.97%
鼎智科技,873593,广发北交所精选两年定期开放混合型证券投资基金,0.97%
迪贝电气,603320,迪贝控股有限公司,47.82%
迪贝电气,603320,吴储正,16.50%
迪贝电气,603320,嵊州市迪贝工业炉有限公司,2.38%
迪贝电气,603320,林新,0.84%
迪贝电气,603320,MORGAN STANLEY & CO. INTERNATIONAL PLC.,0.57%
迪贝电气,603320,中国光大银行股份有限公司-光大保德信量化核心证券投资基金,0.53%
迪贝电气,603320,钱佳平,0.44%
迪贝电气,603320,邬凌云,0.43%
迪贝电气,603320,浙江迪贝电气股份有限公司-迪贝电气第一期员工持股计划,0.38%
迪贝电气,603320,屠佳怡,0.34%
神力股份,603819,陈忠渭,30.70%
神力股份,603819,四川昱铭耀新能源有限公司,8.50%
神力股份,603819,深圳市前海中物一方企业管理顾问有限公司,8.01%
神力股份,603819,厦门中略投资管理有限公司-中略万新21号私募证券投资基金,5.50%
神力股份,603819,常州市中科江南股权投资中心(有限合伙),2.75%
神力股份,603819,夏世勇,1.81%
神力股份,603819,上海潼骁投资发展中心(有限合伙)-潼骁琴瑶2号私募证券投资基金,1.54%
神力股份,603819,上海方圆达创投资合伙企业(有限合伙)-方圆-东方28号私募投资基金,1.38%
神力股份,603819,常州神力电机股份有限公司-第一期员工持股计划,0.91%
神力股份,603819,庞琴英,0.70%
江苏雷利,300660,常州雷利投资集团有限公司,36.88%
江苏雷利,300660,佰卓发展有限公司,27.69%
江苏雷利,300660,常州合利股权投资合伙企业(有限合伙),3.26%
江苏雷利,300660,常州利诺股权投资合伙企业(有限合伙),2.55%
江苏雷利,300660,中国银行股份有限公司-广发中小盘精选混合型证券投资基金,0.68%
江苏雷利,300660,鲁建洋,0.38%
江苏雷利,300660,喆颢资产管理(上海)有限公司-喆颢高质量增长1期私募证券投资基金,0.38%
江苏雷利,300660,蔡立凯,0.21%
江苏雷利,300660,中国银行股份有限公司-华夏数字经济龙头混合型发起式证券投资基金,0.21%
江苏雷利,300660,江德清,0.20%
祥明智能,301226,常州祥兴信息技术有限公司,51.43%
八方股份,603489,王清华,40.40%
八方股份,603489,贺先兵,16.31%
八方股份,603489,香港中央结算有限公司,9.37%
八方股份,603489,俞振华,8.63%
八方股份,603489,湖州冠群信息咨询中心(有限合伙),7.48%
八方股份,603489,全国社保基金四零六组合,4.09%
八方股份,603489,中国工商银行股份有限公司-华商乐享互联灵活配置混合型证券投资基金,0.93%
八方股份,603489,富达基金(香港)有限公司-客户资金,0.40%
八方股份,603489,基本养老保险基金一六零五二组合,0.38%
八方股份,603489,嘉实基金-大家人寿保险股份有限公司-传统险-嘉实基金-大家人寿长期成长型股票组合单一资产管理计划,0.35%
湘电股份,600416,湖南兴湘投资控股集团有限公司,17.05%
湘电股份,600416,湘电集团有限公司,13.66%
湘电股份,600416,湖南省国企并购重组基金管理有限公司-湖南兴湘并购重组股权投资基金企业(有限合伙),9.01%
湘电股份,600416,全国社保基金五零三组合,2.17%
湘电股份,600416,中国建设银行股份有限公司-博时军工主题股票型证券投资基金,1.34%
湘电股份,600416,葛卫东,1.16%
湘电股份,600416,蒋凤银,0.87%
湘电股份,600416,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,0.82%
湘电股份,600416,兴业银行股份有限公司-博时汇兴回报一年持有期灵活配置混合型证券投资基金,0.81%
湘电股份,600416,交通银行股份有限公司-博时新兴成长混合型证券投资基金,0.78%
佳电股份,000922,哈尔滨电气集团有限公司,25.97%
佳电股份,000922,佳木斯电机厂有限责任公司,10.78%
佳电股份,000922,北京建龙重工集团有限公司,3.19%
佳电股份,000922,全国社保基金一一四组合,1.78%
佳电股份,000922,上海大朴资产管理有限公司-大朴进取二期私募投资基金,1.55%
佳电股份,000922,陈佳琪,1.40%
佳电股份,000922,中国建设银行股份有限公司-华泰柏瑞富利灵活配置混合型证券投资基金,1.16%
佳电股份,000922,许福建,1.15%
佳电股份,000922,谭汉豪,0.90%
佳电股份,000922,中国对外经济贸易信托有限公司-外贸信托-大朴博盈证券投资集合资金信托计划,0.71%
凯中精密,002823,张浩宇,26.97%
凯中精密,002823,吴瑛,22.90%
通达动力,002576,南通奕达企业管理咨询有限公司,27.95%
通达动力,002576,姜客宇,2.03%
通达动力,002576,羌志培,1.39%
通达动力,002576,王岳,1.22%
通达动力,002576,李肖维,0.77%
通达动力,002576,MERRILL LYNCH INTERNATIONAL,0.56%
通达动力,002576,中国国际金融香港资产管理有限公司-CICCFT8(QFII),0.55%
通达动力,002576,言骅,0.55%
通达动力,002576,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",0.39%
通达动力,002576,中信证券股份有限公司,0.37%
科力尔,002892,聂鹏举,24.70%
科力尔,002892,聂葆生,22.39%
华瑞股份,300626,孙瑞良,23.04%
华瑞股份,300626,梧州市东泰国有资产经营有限公司,18.50%
中电电机,603988,宁波君拓企业管理有限公司,23.47%
中电电机,603988,王建裕,21.50%
中电电机,603988,王建凯,15.45%
中电电机,603988,李兴昌,0.56%
中电电机,603988,UBS AG,0.53%
中电电机,603988,中国光大银行股份有限公司-光大保德信量化核心证券投资基金,0.39%
中电电机,603988,贺洪涛,0.30%
中电电机,603988,温贤权,0.29%
中电电机,603988,潘玉坤,0.27%
中电电机,603988,华泰证券股份有限公司,0.26%
鸣志电器,603728,上海鸣志投资管理有限公司,56.08%
鸣志电器,603728,新永恒公司,7.03%
鸣志电器,603728,刘晋平,2.69%
鸣志电器,603728,香港中央结算有限公司,1.65%
鸣志电器,603728,安信证券资管-安信资管创赢21号单一资产管理计划,1.55%
